"uniqueID","siteID","SiteNo"
5107356,3155859,11
8602826,7402476,6
8602826,5420212,30
8602826,1032654,18
5347815,2444829,15
5347815,4721397,19
5347815,7662426,18
5347815,8467145,10
5347815,7090404,13
5347815,6306152,3
7571840,5291754,28
7571840,9592435,7
7232947,4298901,23
7232947,1665641,8
7232947,7873464,18
7232947,6524495,14
2538977,1470409,3
2888542,4966887,29
5356975,4275167,21
8331842,8243349,6
5366875,2319856,24
3050261,2595049,5
3050261,9218403,4
3050261,9443983,29
9656186,8705242,20
9656186,1099250,1
9656186,1049070,21
5245747,3954607,24
3538445,7105139,15
9768573,1228204,27
5283876,6599198,12
5283876,7964909,30
5283876,9409592,16
7346932,9980715,11
4529251,6760655,17
5606847,7174905,19
5187806,4416928,23
2638364,6211261,2
2638364,2281515,9
2638364,2398292,11
5263709,3864938,26
4871436,2828070,13
1771312,8897376,14
2001720,7395638,13
2001720,8400876,28
2001720,8248789,6
3873667,1183022,8
4499611,8804051,28
4499611,1556060,19
4499611,1024456,13
4499611,8881121,16
8966204,2093136,21
8713484,6847321,26
8713484,6256423,25
1736975,8468325,12
1736975,8649663,27
1635590,3690828,3
8202014,5550352,29
8180413,6753481,10
3325355,8380569,19
5788876,2263659,17
5859553,9712524,13
5859553,6754645,9
5564763,4147708,23
5564763,7150652,12
5564763,5970552,28
5564763,1243675,13
5564763,1563993,8
5564763,5266007,14
5564763,5566254,7
5564763,2781393,27
5564763,9356201,24
5564763,2947660,29
6322602,5453763,19
6322602,7931104,1
6322602,4135259,11
6322602,9752999,2
7962906,6310766,21
7962906,6933975,15
8238723,5571685,1
8238723,5169797,11
8238723,7855440,20
8238723,4945811,13
8123904,3312622,1
8123904,5431110,14
8123904,4263990,13
8123904,4451895,23
8123904,2264706,25
8123904,8819927,10
8123904,9932070,29
8123904,6125851,9
8123904,9339003,26
8123904,8919618,3
6810947,5292060,8
1137392,3667966,22
7963200,8713490,1
7963200,4079061,20
5292099,7986559,21
5292099,5117112,17
5292099,8693085,9
5292099,1057410,24
5292099,7314452,27
5292099,3867478,28
5292099,7965338,7
5292099,5929662,29
3320903,2599559,15
8186238,1711274,16
8186238,5902897,3
8186238,6712624,13
8186238,7485549,11
8186238,2541439,2
8186238,8950441,21
8186238,5757463,27
8186238,8231637,28
8186238,5224900,17
8186238,7991291,14
8186238,6918198,25
2559388,8900375,15
2559388,9008837,7
2559388,5094886,5
2559388,4293542,24
2559388,3717829,4
4046056,7730444,2
3616896,4237694,15
3616896,2549775,13
2929255,3612873,11
2929255,2205771,24
2929255,8419677,7
2929255,2907428,16
2929255,4091753,21
2929255,9232723,3
2929255,2404245,28
2929255,5679623,29
2929255,3807985,15
2929255,3753637,9
2929255,7497343,14
2929255,5133512,22
2929255,4624998,26
9326652,4361034,29
1475359,6969930,9
7833611,1343687,14
9579809,8004512,11
9579809,8466935,27
9579809,9926997,28
6684732,5366456,29
6684732,5886428,7
6684732,9634535,24
2261289,2828168,18
2261289,4488109,3
2261289,4614894,25
2261289,1742527,17
2261289,3948883,30
9912641,5047815,3
5530689,8152041,24
5752580,9820724,1
3631334,5378633,13
3631334,5850270,24
3699082,9337710,19
8605750,6264720,11
8605750,2445996,6
8605750,6047108,22
6066849,7749321,12
6066849,9930885,25
6066849,7417701,2
6066849,7972365,16
4702720,9271271,8
4702720,8874037,28
4702720,2983955,27
4702720,1761179,5
4702720,4121828,9
4702720,1431535,6
4702720,2584876,29
4702720,4266783,18
4702720,9291476,1
1208414,2347518,28
1843702,1382441,27
9378380,8743819,15
9378380,6393325,9
9378380,4209841,26
9928042,6417160,8
3834120,1795805,17
3834120,8610831,28
3834120,9072584,14
3834120,8888332,23
9404748,3499614,10
2936564,8913803,18
4488601,8211147,30
4488601,8966496,24
4488601,2072549,27
4488601,7890363,15
4488601,1709662,2
4488601,9083374,20
4488601,1853881,5
4488601,2192447,19
4488601,1472133,13
4488601,8388028,8
4921545,7076893,24
7508253,4354857,2
5906555,5424539,17
5906555,3715437,20
5906555,1311359,4
9247404,6825153,20
5904959,4414920,22
5904959,7459200,8
5904959,5282107,7
5904959,9293282,26
5904959,2532985,27
5904959,4048337,19
5904959,1227227,5
5904959,6504962,20
5904959,1159178,30
5904959,2900700,23
8527879,7487029,6
8527879,4618544,1
3623851,3196278,27
3623851,9957794,2
7805810,7541046,25
4826197,9392284,24
4826197,1764309,4
4826197,8777622,26
6282523,6491887,30
8961416,9944146,10
7262410,4581434,8
9263505,4862438,12
9263505,1538165,30
8329998,5833378,12
8329998,5376059,17
6937544,1772835,1
6937544,2523462,14
6937544,3186766,25
6937544,8931743,20
6937544,1453384,21
5122589,4056955,13
5122589,4516067,1
5122589,9106207,30
5122589,5902378,19
1294339,2519223,25
1294339,7548638,6
1294339,1719456,15
1729269,3515961,16
1729269,3500405,10
1729269,8608203,27
1729269,8295963,26
1729269,4562349,7
1729269,3235442,28
1729269,9020865,30
1729269,3417374,6
1729269,9465621,18
1729269,9576025,8
1729269,4749639,17
7004261,6610588,7
4384382,7951945,18
4384382,7759196,23
4384382,2424343,13
4384382,3990711,8
4384382,6536155,22
4384382,6706058,28
4384382,4671932,11
4384382,9533289,21
4384382,9786243,27
4384382,7852366,9
9687555,2910121,9
7466531,1853485,29
9244057,3967985,6
9244057,4906494,16
6042107,1134962,18
3196850,3215392,25
3196850,1578490,30
2369998,9049944,6
4348214,7920968,5
4616852,6186431,1
2331901,6823938,23
2331901,9919825,4
2331901,1409030,27
2331901,4345848,26
9842386,9492848,24
2680478,9919249,10
2680478,6753154,26
2680478,5781106,18
2680478,6902711,2
2680478,4822984,23
2680478,8036474,14
2680478,4408523,19
2680478,9331129,11
8021506,5212531,23
8021506,9301835,21
9258551,3675847,20
9389081,9423427,21
9389081,9507824,13
9389081,4851279,17
9932195,2753542,22
2475933,2639912,9
2475933,5479642,4
3455211,8765280,11
3455211,2670010,15
3455211,5290928,1
7141049,5490177,13
7141049,9231546,20
7141049,6315592,2
7141049,8016205,8
7141049,5980244,7
7141049,2059624,29
7141049,2333022,23
7141049,6686526,26
7141049,5167949,19
3661418,5603335,11
7683049,5829344,9
7683049,3625172,18
1861931,8635346,6
1861931,4852949,10
2189938,6790875,29
4926418,1014275,11
4926418,8356659,21
4926418,1726086,27
9550553,5581978,18
9550553,3014878,16
9550553,6044200,4
9550553,6412538,26
1440266,1027085,13
7961947,3809472,16
6341045,2671379,7
3625329,1410082,26
3625329,2525708,24
3625329,2022949,3
2239595,3206243,2
2239595,6546329,29
7343905,9420089,23
7343905,1369785,5
3792569,5963207,15
3242764,4624748,3
3242764,2090450,27
9394922,3597315,17
9394922,6793024,20
9394922,9248540,6
4337615,5939962,28
4337615,5590006,1
9767173,1659992,2
7668782,6089796,28
4486850,3020724,23
4778537,9229925,23
4778537,5188506,18
7874489,6641508,30
2125925,8137935,3
2125925,7216456,12
4165703,4562440,13
4165703,8157656,17
3118761,9309926,25
3118761,8081744,3
3118761,2993574,10
3118761,2760992,8
3118761,3429545,27
3118761,8630736,23
3118761,5255237,11
3118761,5753667,12
3118761,4389720,9
3118761,2498135,24
3118761,8501321,4
5929271,3487025,20
1924353,3406754,10
4581997,4584396,14
4581997,5695083,27
4581997,8911340,18
5613449,5501079,28
5613449,3002625,21
5613449,9087808,17
5613449,9498558,15
6509710,2130355,2
8028102,4468460,3
7642399,6068584,20
8250338,1081427,27
8250338,3498396,14
1240181,3802627,29
6337185,4252006,27
9898488,2681617,26
9898488,2921824,17
9898488,7095735,2
8387949,8405996,9
8387949,6420785,28
9673656,1810401,19
8931220,1590146,7
8931220,1477043,4
4282661,7561080,30
8715547,5656972,11
8715547,7520013,2
8715547,8156081,26
5660622,1365695,22
5660622,3811044,1
5660622,1096135,18
4154622,4132610,26
2658588,8678390,28
3553901,9581884,13
1015802,4833160,2
1015802,1819090,14
1015802,7939559,28
1015802,7794396,4
1015802,5502191,11
1015802,6303159,24
1015802,7277503,13
1015802,2785966,21
1015802,1397794,27
1015802,2127204,3
2262004,5270887,3
2262004,3679372,30
9667932,8971353,17
8267124,9743323,28
8267124,2495115,16
8267124,8893911,19
8267124,3714891,15
8267124,3098310,3
8267124,3543559,27
3713252,7340913,24
9868425,9885990,8
6641164,7831427,30
9048694,4322124,21
4432563,2937730,6
6264974,3057469,6
1333813,6803360,7
6839497,5498158,4
6839497,8432009,1
6839497,9158380,20
5612245,8453807,27
4758606,5866664,18
1428071,5878258,29
1634355,2061579,14
7066710,4904417,14
7066710,3376344,25
5026575,4259252,2
2888532,3848600,28
2226076,2124737,24
1231878,6862233,27
9756113,8602613,1
5854297,4264749,28
5854297,6120743,16
5316394,5124529,24
2568904,2367088,11
2568904,8716945,6
2568904,1165130,12
8430030,3420175,19
8430030,7308263,28
3070790,3609312,21
3070790,1601857,12
3070790,4953640,1
6907541,2882381,22
6907541,3624839,6
6907541,4426361,16
1242113,1622305,22
1242113,3185915,21
1242113,4798847,24
6122073,1483385,29
1255148,1837187,9
9009677,7771019,27
9009677,7063327,11
9869331,4762123,8
9438618,7632717,22
8364236,5485169,6
8857738,3864341,22
6070383,7457363,18
8106522,6929131,18
9593918,4895027,11
6193606,9609483,16
6193606,5553135,14
9341654,1334634,13
9341654,5663208,28
3010690,7994247,6
3010690,4866127,24
3010690,5471550,10
3010690,2247886,28
7878832,2406988,9
4088599,3314977,9
4088599,7346638,21
3001572,5411038,19
3001572,7644346,21
3001572,5220424,1
3001572,4659001,28
3001572,7779928,24
3001572,1290647,6
3001572,9153586,10
3001572,6356968,17
6483329,2893534,13
8270345,2033366,9
5648831,4418314,23
5781551,9662142,8
5781551,4043308,28
5781551,1429868,4
5781551,6611804,24
5781551,2577608,6
5781551,3243087,13
5781551,6416634,25
5781551,3293006,2
5781551,1685260,1
5781551,8389884,9
5781551,8142311,22
5781551,8421241,12
1661083,2600496,15
5666939,5416131,16
5666939,1290940,4
5666939,1162390,3
5666939,8026909,29
5666939,7445183,21
5666939,6592160,10
5666939,3483316,11
3092016,5770216,25
3092016,2076547,9
7712356,5261531,24
1717688,9960867,6
1717688,5789933,1
1717688,1735521,20
7727179,3783738,13
5119208,3993359,20
5119208,1482311,11
4983587,4616946,28
4983587,7962247,29
4983587,9106868,4
4983587,3368082,15
4983587,8055857,11
4983587,4538881,24
4983587,5216574,3
1809887,8540350,21
1809887,2780884,22
5471633,6648867,20
3277084,6820797,14
6441177,1215161,14
6441177,1426075,18
9861662,8054056,9
1110053,5597769,1
9739240,5306215,27
9739240,6406167,9
9739240,9749200,26
9739240,4623671,16
9739240,5407609,3
9739240,9560540,28
9739240,2767050,13
9739240,3350964,1
9739240,6377718,14
9739240,2684242,30
9739240,7877399,29
9739240,7805001,12
9739240,1520402,10
6573097,5058808,18
8995902,5380397,19
8995902,3251539,12
8995902,4612188,18
8995902,6615417,14
8995902,8331210,13
5916748,5186333,30
5916748,4450445,21
5332329,4239468,17
5852202,3709055,29
5852202,4630344,6
5852202,7861089,2
5852202,3240016,13
5852202,3023572,8
5852202,6200271,18
8494217,1171128,29
9032885,7128945,21
9032885,1094914,8
9032885,5419565,14
9032885,4650894,25
9032885,6388352,23
9032885,5715849,11
9032885,6538814,30
9032885,2944230,26
2524795,9896298,12
9531952,8686005,15
9266041,8928381,30
6965415,1360425,16
6965415,3662779,17
6965415,3733351,7
6965415,9936385,28
6965415,9720689,12
6965415,7151425,21
1214384,2905816,20
5440674,1621007,8
3412862,1775061,8
3412862,1482702,14
3412862,5477605,12
7047824,2702725,7
7047824,1303152,20
7047824,9402218,9
7047824,5966127,5
7047824,3116791,30
7047824,2051672,25
9676147,8657820,16
9676147,7315801,17
9676147,6380139,2
9243781,5789874,15
9243781,9180707,7
8890936,6622129,3
8890936,5905229,23
8433168,1867284,3
8433168,7138911,14
5126542,3164181,5
5173839,9889415,7
5173839,4322335,2
5173839,2808393,18
1598945,1846571,21
1598945,7861118,25
5783993,2843758,6
7207078,2599724,29
7981881,3756540,26
3483898,4570950,15
3483898,1083002,11
3483898,9584309,8
3483898,2861730,23
1661854,4090017,28
1661854,7751275,18
6653836,7017439,15
6653836,9986889,19
6653836,5899774,5
6653836,6021176,8
6653836,5518570,1
3273972,4696148,1
3273972,7248551,26
3273972,9353553,10
3273972,7128172,27
3273972,4969877,15
3273972,4815881,25
3273972,1284404,3
3273972,2643163,14
3273972,5971103,29
3273972,7219415,12
3273972,9898914,20
3273972,4010640,19
3273972,1880829,28
5879052,6732432,6
8554126,8373339,24
7329907,7201283,23
7329907,6844367,8
7329907,4771902,13
9375343,1299114,14
9375343,3026181,12
9375343,5336943,16
9375343,5212768,26
9375343,6897963,24
9375343,5175971,5
9375343,4194271,28
9375343,9503950,19
6847450,7818461,20
6847450,5623475,3
6847450,4150591,19
6847450,4018838,29
6847450,8045332,6
6847450,6232338,2
1741836,7029233,8
9167923,9186383,30
7202358,3652097,10
7906065,4962669,17
6503895,3218630,26
6503895,9038672,2
6503895,4351461,11
6503895,7400170,22
6503895,3416101,19
5248627,6165463,4
5248627,4977173,29
5248627,1564850,25
5248627,6516584,7
3291594,5415782,3
4594770,9777197,7
4497718,3278265,14
1583851,2975302,11
2671778,2463743,10
5661298,2088498,20
5661298,4834130,27
5661298,7702272,2
5661298,6749262,11
6215778,2057967,23
6627656,3829620,23
3496077,6747934,21
7065052,2667259,3
7383562,5983401,23
5386997,6781922,29
2300068,1421032,15
2300068,1969590,30
2300068,1125872,16
1990613,6022587,15
1611168,2782691,28
1611168,6554897,3
1611168,4764355,11
2748306,7207933,7
2748306,4794331,5
8163053,2774560,10
2120674,2614824,19
2120674,3429219,26
4667529,3934004,24
3785920,2870883,10
3785920,7968535,26
8088023,3156046,2
6342727,2759569,7
6342727,6890044,21
6342727,5132219,22
6082034,5499361,7
6082034,9084862,14
5680562,9843311,8
5680562,8683295,11
4137811,3495547,29
4137811,6548223,17
4137811,9211948,27
4137811,5499152,4
4137811,2835623,3
4137811,4750361,6
5221127,5615917,16
5221127,2295280,8
2389982,9619746,6
2389982,9073583,27
2319199,1422018,27
3582612,1461477,3
3582612,6252214,5
5860480,6378856,19
9091173,4536825,11
1929893,9855697,27
6150379,3139412,20
2687812,3206964,26
2687812,1302467,15
5221048,8211586,13
5221048,4641214,12
4210839,9459710,10
5679271,6440662,11
5679271,4178279,23
5679271,4796906,3
5679271,6129827,12
4999022,9307726,4
4999022,7918220,22
4999022,6557376,8
8462008,5090262,10
8462008,4736588,9
8462008,2306907,24
8462008,8785480,6
8462008,2241281,14
8462008,4458831,12
3910348,1227431,12
1287441,5816320,8
1287441,2902788,18
3890299,1278264,24
1154695,4436858,14
1154695,3500944,23
1154695,2508421,26
4947295,8628701,17
4947295,6983858,11
4947295,2901092,14
4772190,9214930,10
1502426,2041517,4
1502426,5016752,25
1502426,1619201,17
7997444,8520407,27
7839619,2792840,24
8209041,6129514,24
8777096,4618295,17
8873805,4186468,28
8873805,4339149,12
8873805,7865732,5
6827663,3599993,7
9621321,5681518,29
9621321,2558637,20
9621321,2648896,26
9621321,1525108,25
9621321,1015712,28
9621321,1889852,11
9621321,1332397,23
9621321,6307184,18
9621321,2077930,12
9621321,2756884,30
9621321,5078261,8
3187010,8418863,16
1834398,6493237,20
5214480,9253193,15
5988759,2184964,20
8410129,6430281,13
8410129,2283403,10
8410129,6141569,14
1524762,1477668,2
6384423,3943231,6
9906430,4079382,9
9397346,6833169,4
9397346,6326596,24
6128878,2866835,1
2383744,9972009,3
2383744,6070343,27
2383744,1680654,11
2383744,2062274,14
2383744,7072437,7
2383744,8905034,30
2383744,7486869,10
2383744,1321883,13
2383744,6216235,17
5894313,3726086,9
5641595,8116218,30
7504291,5773161,7
3039234,8074296,21
4411726,1276726,19
4411726,4390574,27
1922191,7757828,25
5178538,6383700,10
5178538,2009504,6
5178538,6256395,15
8145521,1426580,29
3006634,6293765,5
3006634,6601856,14
2672720,1012072,23
9123306,5939293,19
9123306,6044316,30
9123306,8162773,27
9123306,3138728,12
9123306,3446788,22
9123306,2092676,14
9123306,3898261,4
9123306,6461148,23
9123306,4629137,15
9123306,4937343,24
9123306,3599010,9
8741135,5825069,3
6060441,4810168,17
6515390,2829730,5
6515390,6888760,9
4809636,9787153,26
6726223,9577041,30
6726223,3486603,18
7481740,7779256,8
7481740,2565618,21
7481740,4419652,9
7481740,4185084,23
6225754,9906765,26
6225754,2848306,5
6225754,4752635,29
9542149,8637929,23
9542149,4589015,6
2718959,4470503,30
2718959,6002999,24
3030813,3861297,2
3030813,3699022,23
3030813,7388290,18
3030813,1942682,12
3030813,5874416,22
3030813,7993402,9
3030813,7465354,10
6570392,6946160,23
6570392,5039508,28
6570392,9584950,13
6570392,3251551,14
6570392,4906986,8
6570392,4333390,26
6570392,6312514,19
6570392,7156257,1
6570392,7366358,24
6570392,1635060,17
6570392,2419107,16
7765675,6679241,23
8157628,8674067,6
8157628,4656288,2
5251424,5856841,21
3190941,4705329,14
2260147,2814532,12
8311123,9398846,3
3100748,4173717,12
5868094,1423879,21
5868094,4922764,3
5868094,3021073,13
5868094,4825417,25
5868094,9549582,16
5868094,8609493,9
5868094,8973896,28
5807950,4798156,23
3318940,1846941,26
3318940,7177544,10
6827170,2867516,29
6827170,7670116,26
7655043,3292051,7
7655043,1015956,11
7655043,8475367,5
7655043,4214633,9
7655043,8540336,18
7655043,9637903,14
7655043,6013097,2
7655043,3137047,25
7655043,9738482,22
7655043,4068233,19
7655043,6365653,30
5279920,6700276,15
4679545,7351327,16
4679545,1823304,6
4679545,9084068,26
4679545,3637616,30
5624134,7410458,5
6428617,3564175,23
3467479,4010144,9
3467479,4764180,12
3467479,1206295,25
